PDB_Chain,Prediction,Curated_Annotation
4WRG_A,Active,Active
4WRS_A,Active,None
4WSQ_A,Active,Active
4WSQ_B,Active,Active
4WSY_A,Active,None
4WT6_A,Active,None
4WUN_A,Inactive,None
4WUN_B,Inactive,None
4WW5_A,Inactive,None
4WW7_A,Active,None
4WW9_A,Active,None
4WWA_A,Active,None
4X0M_A,Active,None
4X21_A,Inactive,None
4X21_B,Inactive,None
4X2G_A,Active,None
4X2J_A,Active,None
4X2K_A,Active,None
4X2N_A,Active,None
4X3F_A,Inactive,None
4X3F_B,Inactive,None
4X3F_C,Inactive,None
4X3J_A,Inactive,None
4X6Q_C,Active,None
4X6R_A,Active,None
4X7H_A,Inactive,None
4X7J_A,Inactive,None
4X7K_A,Inactive,None
4X7L_A,Inactive,None
4X7N_A,Inactive,None
4X7O_A,Inactive,None
4X7Q_A,Inactive,None
4X7Q_B,Active,None
4XCU_A,Inactive,None
4XEY_A,Inactive,None
4XEY_B,Inactive,None
4XH6_A,Active,None
4XHK_B,Active,None
4XI2_A,Inactive,None
4XLI_A,Active,None
4XLI_B,Active,None
4XLV_A,Active,None
4XMO_A,Inactive,None
4XNE_A,Active,None
4XOY_A,Active,None
4XOZ_A,Active,None
4XP0_A,Active,None
4XP2_A,Active,None
4XP3_A,Active,None
4XR7_B,Inactive,None
4XR7_C,Inactive,None
4XR7_E,Inactive,None
4XR7_F,Inactive,None
4XR7_H,Inactive,None
4XR7_I,Inactive,None
4XR7_K,Inactive,None
4XR7_L,Inactive,None
4XRJ_A,Active,None
4XS2_A,Active,None
4XS2_B,Active,None
4XS2_C,Active,None
4XS2_D,Active,None
4XUF_A,Inactive,None
4XUF_B,Inactive,None
4XW4_A,Active,None
4XW5_A,Active,None
4XW6_A,Active,None
4XYF_A,Inactive,None
4Y0X_A,Active,None
4Y12_A,Active,None
4Y46_A,Inactive,None
4Y5H_A,Inactive,None
4Y5Q_A,Inactive,None
4Y72_A,Active,None
4Y73_A,Active,None
4Y73_B,Active,None
4Y73_C,Active,None
4Y73_D,Active,None
4Y83_A,Active,None
4Y83_B,Active,None
4Y83_C,Active,None
4Y85_A,Active,None
4Y85_B,Active,None
4Y85_C,Active,None
4Y8D_A,Active,None
4Y8D_B,Active,None
4Y93_A,Inactive,None
4Y95_A,Inactive,None
4Y95_B,Inactive,None
4Y95_C,Inactive,None
4Y95_D,Inactive,None
4YC6_A,Inactive,None
4YC6_C,Inactive,None
4YC6_E,Inactive,None
4YC6_G,Inactive,None
4YGA_A,Inactive,None
4YGA_C,Inactive,None
4YGA_E,Inactive,None
4YGA_G,Inactive,None
4YHF_A,Inactive,None
4YHF_B,Inactive,None
4YHJ_A,Active,None
4YHJ_B,Active,None
4YLJ_A,Active,None
4YLJ_B,Active,None
4YLJ_C,Active,None
4YLJ_D,Active,None
4YLK_A,Active,None
4YLL_A,Active,None
4YMJ_A,Inactive,None
4YMJ_B,Inactive,None
4YNE_A,Inactive,None
4YNO_A,Inactive,None
4YO4_A,Active,None
4YO6_A,Active,None
4YO6_B,Active,None
4YO6_C,Active,None
4YO6_D,Active,None
4YP8_A,Active,None
4YP8_B,Active,None
4YP8_C,Active,None
4YP8_D,Active,None
4YPD_A,Active,None
4YPS_A,Inactive,None
4YTC_A,Active,None
4YTF_A,Active,None
4YTH_A,Active,None
4YTI_A,Active,None
4YU2_A,Active,None
4YU2_B,Active,None
4YU2_C,Active,None
4YU2_D,Active,None
4YUR_A,Inactive,None
4YVC_A,Active,None
4YVC_B,Active,None
4YVE_A,Active,None
4YVE_B,Active,None
4YXR_A,Active,None
4YXS_A,Active,None
4YZ9_A,Inactive,None
4YZ9_B,Inactive,None
4YZ9_C,Inactive,None
4YZC_A,Active,None
4YZC_B,Active,None
4YZD_A,Inactive,None
4YZD_B,Inactive,None
4YZD_C,Inactive,None
4YZM_A,Inactive,None
4YZM_B,Inactive,None
4YZN_A,Active,None
4Z3V_A,Inactive,None
4Z7G_A,Inactive,None
4Z7G_B,Inactive,None
4Z7H_A,Active,None
4Z7H_B,Active,None
4Z9L_A,Inactive,None
4ZAU_A,Active,None
4ZIM_A,Active,None
4ZIM_B,Active,None
4ZJI_A,Inactive,None
4ZJI_B,Inactive,None
4ZJI_C,Inactive,None
4ZJI_D,Inactive,None
4ZJJ_A,Inactive,None
4ZJJ_B,Inactive,None
4ZJJ_C,Inactive,None
4ZJJ_D,Inactive,None
4ZJV_A,Inactive,None
4ZJV_B,Inactive,None
4ZLO_A,Inactive,None
4ZLO_B,Active,None
4ZLY_A,Inactive,None
4ZLZ_A,Inactive,None
4ZSA_A,Inactive,None
4ZSA_B,Inactive,None
4ZY4_A,Active,None
4ZY4_B,Inactive,None
4ZY5_A,Active,None
4ZY5_B,Inactive,None
4ZY6_A,Active,None
4ZY6_B,Inactive,None
4ZZM_A,Active,None
4ZZN_A,Active,None
4ZZO_A,Active,None
5A14_A,Inactive,None
5A46_A,Inactive,None
5A46_B,Inactive,None
5A4C_A,Inactive,None
5A4C_B,Inactive,None
5AEP_A,Active,None
5AIK_A,Active,None
5AIK_B,Active,None
5AIK_C,Active,None
5AIK_D,Active,None
5AIR_A,Active,None
5AIR_B,Active,None
5AJQ_A,Inactive,None
5AJQ_B,Inactive,None
5AM6_A,Inactive,None
5AM6_B,Inactive,None
5AM7_A,Inactive,None
5AM7_B,Inactive,None
5AWM_A,Inactive,None
5BML_A,Active,None
5BML_B,Active,None
5BMS_A,Active,None
5BUE_A,Active,None
5BUI_A,Active,None
5BUJ_A,Active,None
5BVK_A,Inactive,None
5BVN_A,Inactive,None
5BVO_A,Inactive,None
5BVW_A,Inactive,None
5C9C_A,Inactive,None
5C9C_B,Inactive,None
5CEK_A,Inactive,None
5CEM_A,Inactive,None
5CF4_A,Active,None
5CF4_B,Active,None
5CF5_A,Active,None
5CF5_B,Active,None
5CF6_A,Active,None
5CF6_B,Active,None
5CF8_A,Active,None
5CF8_B,Active,None
5CI7_A,Active,None
5CNN_A,Inactive,None
5CNN_B,Inactive,None
5CNO_A,Inactive,None
5CNO_B,Inactive,None
5D1J_A,Inactive,None
5DE2_A,Inactive,None
5DE2_B,Inactive,None
5DWR_A,Active,None
